dyadid,location,sideb,gtd_gname,gname_match,coder,type,sidea,gwnoa,startyear,startyear2,finalyear,source,notes,crosswalk,notmissing,conflictid,sideb_gtd_additional,notes_sideb_gtd_id,mar_notes,vpfcomments913,rfm_notes,actorissue
340,Pakistan,MQM,Mazari Tribesmen,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Miscreants,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Mohajir National Movement,0,Rubin,3,Government of Pakistan,770,1990,1990,1996,ucdp,,0,NA,,,,,,,
340,Pakistan,MQM,Muslim Demonstrators,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Muslim Fundamentalists,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Muslim Militants,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Muslims,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Muttahida Qami Movement (MQM),0,Rubin,3,Government of Pakistan,770,1990,1990,1996,ucdp,,0,NA,,,,,,,
340,Pakistan,MQM,Opposition Group,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Opposition Militants,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Pakistani People's Party (PPP),11,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Pathan Tribal Group,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Political Activists,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Political Group,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Rival Afghan Group,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Shiite Muslims,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Sindhi nationalists,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Sipah-I-Mohammed,11,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Sipah-e-Sahaba/Pakistan (SSP),11,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Sunni Muslims,5,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Taliban,10,Fortna,3,Government of Pakistan,770,1990,1990,1996,,dyad 327,0,NA,,,,,,,
340,Pakistan,MQM,Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen,-99,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Tribal Group,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,U/I Snipers,13,Fortna,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Ujjan Tribe,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Unknown,13,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,Youths,13,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
340,Pakistan,MQM,nationalist students,12,Rubin,3,Government of Pakistan,770,1990,1990,1996,,,0,NA,,,,,,,
341,"Macedonia, FYR",UCK,Albanian National Army (ANA),8,HB,3,"Government of Macedonia, FYR",343,2000,2001,2001,http://www.balkanpeace.org/index.php?index=article&articleid=9339,"Continued fighting after UCK signed Ohrid Agreement, leaders of ANA are not associated with leaders of UCK",0,NA,,,,,,,
341,"Macedonia, FYR",UCK,Albanians,5,HB,3,"Government of Macedonia, FYR",343,2000,2001,2001,,,0,NA,,,,,,,
341,,UCK,Kosovo Liberation Army (KLA),0,,NA,"Macedonia, FYR",NA,2000,2001,2001,,,1,1,223,,Side B ID different from the UCK in Serbia but same name. only one KLA in GTD,,see note for dyadid 295 above,,
341,"Macedonia, FYR",UCK,National Liberation Army (NLA) (Macedonia),-96,HB,3,"Government of Macedonia, FYR",343,2000,2001,2001,"Hannah's notes--document ""Dyad 295 & 341""",The NLA is a continuation of UCK with aims of transforming UCK objectives in the territory of the Republic of Macedonia,0,NA,,,,,,,
341,"Macedonia, FYR",UCK,Other,13,HB,3,"Government of Macedonia, FYR",343,2000,2001,2001,,,0,NA,,,,,,,
341,"Macedonia, FYR",UCK,Unknown,13,HB,3,"Government of Macedonia, FYR",343,2000,2001,2001,,,0,NA,,,,,,,
342,Colombia,ELN,Abstentionist Brigades,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Alfa 83,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Alfaro Vive,11,Rubin,3,Government of Colombia,100,1965,1966,2010,"other, TRAC","http://en.wikipedia.org/wiki/%C2%A1Alfaro_Vive,_Carajo! :another name for the Fuerzas Armadas Populares Eloy Alfaro (English: Eloy Alfaro Popular Armed Forces), was a clandestine left-wing group in Ecuador, founded in 1982 and named after popular government leader and general Eloy Alfaro.",0,NA,,,,,,,
342,Colombia,ELN,America Battalion,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,,0,NA,,,,,,,
342,Colombia,ELN,American Anticommunist Association (AAA),11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Armed Forces of National Resistance (FARN),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,"Dyad 510, ERP in El Salvador",0,NA,,,,,,,
342,Colombia,ELN,Black Eagles,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,http://en.wikipedia.org/wiki/The_Black_Eagles,0,NA,,,,,,,
342,Colombia,ELN,Black Flag (Bandera Negra),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Black Hand (Colombia),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Black Liberation Force,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Brigadas Rojas,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Broad Commando of National Liberation,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Cali Narcotics Cartel,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,http://en.wikipedia.org/wiki/Cali_Cartel,0,NA,,,,,,,
342,Colombia,ELN,Che Guevara Brigade,11,Rubin,3,Government of Colombia,100,1965,1966,2010,TOPS,,0,NA,,,,,,,
342,Colombia,ELN,Civic Guard,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,"Civil Association for Peace in Colombia, Asocipaz",-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Cleansing Hand (La Mano Que Limpia),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Cleansing Squad,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Coca Farmers,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Colombia Without Guerrillas,11,Rubin,3,Government of Colombia,100,1965,1966,2010,"TRAC, other",A paramilitary group: http://www.sipiapa.org/en/asamblea/colombia-77/,0,NA,,,,,,,
342,Colombia,ELN,Colombian Guerrillas,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Colombian Patriotic Resistance,-97,Rubin,3,Government of Colombia,100,1965,1966,2010,"TRAC, other",suspected that the Colombian Patriotic Resistance was a part of the ELN: http://www.state.gov/m/ds/rls/rpt/23133.htm,0,NA,,,,,,,
342,Colombia,ELN,Colombian Revolution,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Comando Independiente Revolucionario,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Commander Luciano Varela Antiguerrilla Group,11,Rubin,3,Government of Colombia,100,1965,1966,2010,,No information found but since it is an antiguerrilla group it is probably one of the paramilitary groups,0,NA,,,,,,,
342,Colombia,ELN,Commandos for A Popular alternative,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Comuneros,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Condor Plan Criminals,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,Operation Condor was an anti-communist covert operation to root out communist groups in south america: http://en.wikipedia.org/wiki/Operation_Condor,0,NA,,,,,,,
342,Colombia,ELN,Cuban Exiles,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Death Squad,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,death squads seem to be affiliated with the paramilitaries rather than the insurgent groups: http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Death to Bazuqueros,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,Seem to be associated with the paramilitaries: http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Death to Drug Traffickers,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,Seem to be associated with the paramilitaries: http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Death to Kidnappers (MAS),11,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Death to Rustlers,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,Seem to be associated with the paramilitaries: http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Death to the Demobilized Militias,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,Seem to be associated with the paramilitaries: http://en.wikipedia.org/wiki/Paramilitarism_in_Colombia,0,NA,,,,,,,
342,Colombia,ELN,Democratic Revolutionary Alliance (ARDE),11,Rubin,3,Government of Colombia,100,1965,1966,2010,"other, TRAC",A Contras group in Nicaragua: http://en.wikipedia.org/wiki/Democratic_Revolutionary_Alliance,0,NA,,,,,,,
342,Colombia,ELN,Dignity for Colombia,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,a communist group formerly supported by Castro's Cuban govt: http://articles.latimes.com/1996-06-29/news/mn-19654_1_cuban-president-fidel-castro,0,NA,,,,,,,
342,Colombia,ELN,Ecuadorian Communist Youth,11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Ejercito Revolucionario Guevarista (Guevarist Revolutionary Army),3,Rubin,3,Government of Colombia,100,1965,1966,2010,TOPS,,0,NA,,,,,,,
342,Colombia,ELN,Falange,11,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,"A nationalist/facist movement inspired by Spanish nationalism, fascism and militarism in the 1930s: http://en.wikipedia.org/wiki/Falangism_in_Latin_America",0,NA,,,,,,,
342,Colombia,ELN,Free Fatherland,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Guerrilla Army of the Poor (EGP),11,Rubin,3,Government of Colombia,100,1965,1966,2010,TOPS,,0,NA,,,,,,,
342,Colombia,ELN,Guerrillas,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Gunmen,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Human Rights Renewal Movement (Renovacion por los Derechos Humanos),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Individual,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Insurgency Commune,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Jaime Bateman Cayon Group (JBC),11,Rubin,3,Government of Colombia,100,1965,1966,2010,"other, TRAC","formed in 1990 by members of the 19 April Movement (Movimiento 19 de Abril, M-19) who refused to accept the latter's demobilization and entry into party politics: http://www.refworld.org/docid/3df4be2330.html",0,NA,,,,,,,
342,Colombia,ELN,Jorge Eliecer Gaitan Nationalist Movement,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,he was a pre-violencia period populist movement leader whose assasination was part of the catalyst for the Violencia,0,NA,,,,,,,
342,Colombia,ELN,Latin American Anti-Fascist Command,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Left wing activists,5,radwan,3,Government of Colombia,100,NA,NA,NA,UCDP,"ELN ideology was based on Marxism-Leninism as well as Liberation theology, a predominantly catholic pholosphy with a strong emphasis on social awareness and justice.",0,NA,,,,,,,
342,Colombia,ELN,Left-Wing Extremists,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Left-Wing Guerrillas,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Left-Wing Terrorists,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Libardo Moratoro Front,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,affiliated with the EPL: http://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/119,0,NA,,,,,,,
342,Colombia,ELN,Los Barriales,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Los Rastrojos (Colombia),8,radwan,3,Government of Colombia,100,NA,NA,NA,other,"UCDP indicates that ""ELN has been responsible for more kidnappings than any other armed group in Colombia, a fact that together with one-sided violence against civilians weakened ELN's popular support. To a lesser extent, ELN has also been involved in and extracted rent from the illegal drug industry"" Thus, we might conclude that ELN and Los Rastrojos, another influential drug cartel not mentioned in UCDP, CGS, or d2013, is a competitor.http://www.insightcrime.org/news-briefs/colombia-bacrim-expand-farc-talks-peace I conclude that they are rivals",0,NA,,,,,,,
342,Colombia,ELN,M-19 (Movement of April 19),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 495,0,NA,,,,,,,
342,Colombia,ELN,M-19 Splinter,10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 495,0,NA,,,,,,,
342,Colombia,ELN,Macetos (Paramilitary Group),11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Marxists,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Medellin Drug Cartel,11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Military Liberation Front of Colombia,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Narco-Terrorists,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,National Liberation Army of Colombia (ELN),0,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,National Liberation People's Front (FPLN),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,National Socialist Civic Workers Movement,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Neo-Nazi Group,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Nicaraguan Democratic Force (FDN),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 231,0,NA,,,,,,,
342,Colombia,ELN,Other,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Paraguayan People's Army (EPP),11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Paramilitaries,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Patriotic Liberation Front (FPL),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Patriotic Morazanista Front (FPM),11,Rubin,3,Government of Colombia,100,1965,1966,2010,"other, TRAC",group active in Honduras and Nicaragua,0,NA,,,,,,,
342,Colombia,ELN,Peasant Self-Defense Group (ACCU),11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,paramilitary,0,NA,,,,,,,
342,Colombia,ELN,Peasant protesters,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Pedro Leon Arboleda (PLA),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,"he was a communist organization leader, but nothing clear about affiliation with the other organizations",0,NA,,,,,,,
342,Colombia,ELN,People's Liberation Forces (FPL),11,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,People's Revolutionary Army (ERP),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 594,0,NA,,,,,,,
342,Colombia,ELN,People's Revolutionary Organization- Colombia (ORP),3,Rubin,3,Government of Colombia,100,1965,1966,2010,other,splinter from the ELN: http://en.wikipedia.org/wiki/People's_Revolutionary_Army_(Colombia),0,NA,,,,,,,
342,Colombia,ELN,Policarpa Salauarpieta (Women's Command),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Popular Liberation Army (EPL),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 343,0,NA,,,,,,,
342,Colombia,ELN,Popular Militia (Colombia),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,seems to be paramilitary but not confirmed,0,NA,,,,,,,
342,Colombia,ELN,Popular Revolutionary Commandos,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Popular Revolutionary Movement (Colombia),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Quintin Lame,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,"an indigenous peoples rebel leader, founded a movement to push for independence for indigenous peoples",0,NA,,,,,,,
342,Colombia,ELN,Rebels,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Recontras,11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Red Army Faction (RAF),11,Rubin,3,Government of Colombia,100,1965,1966,2010,,No indication that they are connected to theColombian rebel groups,0,NA,,,,,,,
342,Colombia,ELN,Red Flag (Venezuela),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 778,0,NA,,,,,,,
342,Colombia,ELN,Red Guard,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Red Tribune,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Revolutionary Armed Forces for the Liberation of Colombia (FALCO),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Revolutionary Armed Forces of Colombia (FARC),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 237,0,NA,,,,,,,
342,Colombia,ELN,Revolutionary Organization of People in Arms (ORPA),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 627,0,NA,,,,,,,
342,Colombia,ELN,Revolutionary Workers Party,-97,Rubin,3,Government of Colombia,100,1965,1966,2010,,"Found a wikipedia article on the Workers revolutionary party in Colombia, which identifies it as a political party in Colombia that grew out of the communist party and have various levels of contact with the communist armed groups. TRAC identifies Revolutionary Workers party in el salvador and bolivia",0,NA,,,,,,,
342,Colombia,ELN,Ricardo Franco Front (Dissident FARC),11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,Split off from the FARC: http://en.wikipedia.org/wiki/Ricardo_Franco_Front_Command-South,0,NA,,,,,,,
342,Colombia,ELN,Right-Wing Death Squad,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Right-Wing Extremists,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Right-Wing Gunmen,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Right-Wing Paramilitaries,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Self Defense Forces,11,Rubin,3,Government of Colombia,100,1965,1966,2010,,Self-Defense forces usually refers to paramilitary groups in colombia,0,NA,,,,,,,
342,Colombia,ELN,Shining Path (SL),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 235,0,NA,,,,,,,
342,Colombia,ELN,Simon Bolivar Guerrilla Coordinating Board (CGSB),2,Rubin,3,Government of Colombia,100,1965,1966,2010,TOPS,a n umbrella group of marxist groups in colomia and bolivia: http://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_Guerrilla_Coordinating_Board,0,NA,,,,,,,
342,Colombia,ELN,Student Demonstrators,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Students,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,The Extraditables,11,Rubin,3,Government of Colombia,100,1965,1966,2010,other,drug lords in colombia: http://en.wikipedia.org/wiki/The_Extraditables,0,NA,,,,,,,
342,Colombia,ELN,Tupac Amaru Revolutionary Movement (MRTA),10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 319,0,NA,,,,,,,
342,Colombia,ELN,Tupamaro Revolutionary Movement,10,Rubin,3,Government of Colombia,100,1965,1966,2010,ucdp,Dyad 491,0,NA,,,,,,,
342,Colombia,ELN,Unified Workers Command,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,United Self Defense Units of Colombia (AUC),11,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Unknown,13,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,Workers' Forces of Liberation,-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Workers' Self-Defense Movement (MAO),-99,Rubin,3,Government of Colombia,100,1965,1966,2010,TRAC,,0,NA,,,,,,,
342,Colombia,ELN,Workers/Employees,5,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,"former ""comrades-in-arms""",-99,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,leftist guerrillas-Bolivarian militia,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
342,Colombia,ELN,supporters of presidential candidate Belisario Bet,12,Rubin,3,Government of Colombia,100,1965,1966,2010,,,0,NA,,,,,,,
343,Colombia,EPL,Abstentionist Brigades,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Alfa 83,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Alfaro Vive,11,Rubin,3,Government of Colombia,100,1968,1984,2004,"other, TRAC","http://en.wikipedia.org/wiki/%C2%A1Alfaro_Vive,_Carajo! :another name for the Fuerzas Armadas Populares Eloy Alfaro (English: Eloy Alfaro Popular Armed Forces), was a clandestine left-wing group in Ecuador, founded in 1982 and named after popular government leader and general Eloy Alfaro.",0,NA,,,,,,,
343,Colombia,EPL,America Battalion,11,Rubin,3,Government of Colombia,100,1968,1984,2004,other,,0,NA,,,,,,,
343,Colombia,EPL,American Anticommunist Association (AAA),11,Rubin,3,Government of Colombia,100,1968,1984,2004,,,0,NA,,,,,,,
343,Colombia,EPL,Armed Forces of National Resistance (FARN),10,Rubin,3,Government of Colombia,100,1968,1984,2004,ucdp,"Dyad 510, ERP in El Salvador",0,NA,,,,,,,
343,Colombia,EPL,Black Flag (Bandera Negra),-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Black Hand (Colombia),-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Black Liberation Force,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Brigadas Rojas,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Broad Commando of National Liberation,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Cali Narcotics Cartel,11,Rubin,3,Government of Colombia,100,1968,1984,2004,other,http://en.wikipedia.org/wiki/Cali_Cartel,0,NA,,,,,,,
343,Colombia,EPL,Che Guevara Brigade,11,Rubin,3,Government of Colombia,100,1968,1984,2004,TOPS,,0,NA,,,,,,,
343,Colombia,EPL,Civic Guard,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,"Civil Association for Peace in Colombia, Asocipaz",-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Cleansing Hand (La Mano Que Limpia),-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Cleansing Squad,-99,Rubin,3,Government of Colombia,100,1968,1984,2004,TRAC,,0,NA,,,,,,,
343,Colombia,EPL,Coca Farmers,5,Rubin,3,Government of Colombia,100,1968,1984,2004,,,0,NA,,,,,,,
343,Colombia,EPL,Colombia Without Guerrillas,11,Rubin,3,Government of Colombia,100,1968,1984,2004,"TRAC, other",A paramilitary group: http://www.sipiapa.org/en/asamblea/colombia-77/,0,NA,,,,,,,
343,Colombia,EPL,Colombian Guerrillas,5,Rubin,3,Government of Colombia,100,1968,1984,2004,,,0,NA,,,,,,,
